text_input,output
"A nuclear reactor fueled by 235U operates at a thermal power of 500 MW. Assuming a recoverable energy per fission of 200 MeV, what is the approximate rate at which 235U nuclei undergo fission per day?
A: 1.35 x 10^24 fissions/day
B: 2.70 x 10^21 fissions/day
C: 5.40 x 10^23 fissions/day
D: 1.05 x 10^3 g/day",A
"In accident risk analysis for complex systems like nuclear power plants, what is the primary purpose of an event tree?
A: To identify the root causes of a specific system failure.
B: To calculate the probability of failure for individual components.
C: To map out possible sequences of events following an initiating event.
D: To quantify the health effects resulting from a release of hazardous material.",C
"What does the resonance escape probability (p) represent in the context of a thermal reactor?
A: The probability that a thermal neutron will leak from the reactor.
B: The probability that a fission neutron will not be absorbed in any resonances while slowing down to thermal energies.
C: The fraction of thermal neutrons absorbed in the fuel.
D: The probability that a thermal neutron will cause fission upon absorption.",B
"Since the early 1990s, global uranium production has generally been less than reactor requirements. This imbalance has primarily been met by:
A: Increased mining of high-cost unconventional resources.
B: Significant reductions in global nuclear power capacity.
C: Drawing down existing stockpiles and utilizing secondary sources like blended excess weapons material.
D: A shift towards breeder reactors which require less natural uranium.",C
"For a given dose-equivalent, how does the required neutron flux generally compare to the required photon flux at energies above 1 MeV?
A: Much larger
B: Much smaller
C: Approximately the same
D: Dependent on the material composition",B
"How do the horizontal (σy) and vertical (σz) dispersion coefficients generally compare between unstable and stable atmospheric conditions at the same distance from the source?
A: σy and σz are higher in unstable conditions.
B: σy and σz are lower in unstable conditions.
C: σy is higher and σz is lower in unstable conditions.
D: σy is lower and σz is higher in unstable conditions.",A
"When calculating the effective decay constant for a radionuclide retained in a specific body organ, which two constants are typically combined?
A: Radiological decay constant and biological clearance constant
B: Leakage constant from a building and radiological decay constant
C: Biological clearance constant and inhalation rate
D: Radiological decay constant and dose commitment factor",A
"During a loss-of-coolant accident (LOCA) in a pressurized water reactor (PWR), what are two primary functions of the containment spray system?
A: Provide emergency core cooling and remove hydrogen
B: Condense steam and remove airborne radioactivity
C: Inject borated water and pressurize the containment
D: Filter noble gases and cool the reactor vessel",B
"In the context of the one-group reactor equation, the infinite multiplication factor (k∞) for a homogeneous mixture of fuel and coolant is defined as the product of:
A: The diffusion coefficient and the macroscopic absorption cross-section.
B: The number of neutrons per fission (ν) and the fuel utilization (f).
C: The average number of fission neutrons emitted per neutron absorbed in the fuel (η) and the fuel utilization (f).
D: The geometric buckling (B²) and the diffusion area (L²).",C
"What are the primary sources of gamma rays emanating from an operating nuclear reactor?
A: Prompt fission, fission product decay, radiative capture, and inelastic scattering
B: Alpha decay, beta decay, and spontaneous fission
C: Neutron scattering and absorption
D: Cherenkov radiation and bremsstrahlung",A
"For gamma radiation, the quality factor (Q) used in calculating dose equivalent is typically:
A: 0
B: 1
C: 5
D: 20",B
"In the Systeme International (SI), what is the unit for equivalent dose?
A: Gray
B: Rad
C: Sievert
D: Roentgen",C
"Which of the following is a key feature of the reactor licensing approach defined in 10 CFR Part 52, intended to facilitate standardization and simplification?
A: Requirement for mandatory public hearings at the Operating License stage
B: Issuance of separate Construction Permits and Operating Licenses
C: Early resolution of safety issues through design certification rulemaking
D: Elimination of independent safety reviews by the ACRS",C
"As an alpha particle approaches the end of its path in a medium, its specific ionization typically:
A: Decreases to zero gradually
B: Stays constant until it stops
C: Increases to a maximum before dropping to zero
D: Fluctuates randomly",C
"What characteristic defines a fissile nucleus?
A: It fissions only with fast neutrons.
B: It fissions readily upon absorption of a zero-energy (thermal) neutron.
C: It can be used as fertile material.
D: It has a high scattering cross-section.",B
"The absorption cross-section for a specific nuclide exhibits a 1/v dependence at low neutron energies. If the absorption cross-section is 0.332 barns at a neutron energy of 0.0253 eV, what is the absorption cross-section for this nuclide at a neutron energy of 1 eV?
A: 0.332 b
B: 0.166 b
C: 0.0528 b
D: 1.000 b",C
"For shielding calculations involving a monodirectional gamma-ray beam normally incident on a slab shield, which type of buildup factor is typically applied?
A: Point isotropic exposure buildup factor (Bp).
B: Monodirectional beam exposure buildup factor (Bm).
C: Energy absorption buildup factor (Ba).
D: Dose buildup factor (Bd).",B
"For a radioactive nuclide released into a reactor containment building that leaks to the atmosphere, the rate at which the amount of the nuclide inside the building decreases is characterized by a total decay constant. This total decay constant is the sum of:
A: The nuclide's radioactive decay constant and the building's physical leakage rate.
B: The nuclide's radioactive decay constant and the building leakage rate expressed as an equivalent decay constant.
C: The building's physical leakage rate and the atmospheric dispersion coefficient.
D: The nuclide's radioactive decay constant and the dose conversion factor.",B
"What material is used as the primary moderator in an RBMK reactor?
A: Light Water
B: Heavy Water
C: Graphite
D: Beryllium",C
"Consider the fissile isotopes 233U, 235U, and 239Pu. At thermal neutron energies, which of these isotopes has a value of η (neutrons produced per fissile atom consumed) that is generally considered sufficient to make breeding possible in a properly designed thermal reactor?
A: Only 233U
B: Only 235U
C: Only 239Pu
D: All three isotopes (233U, 235U, and 239Pu)",A
"In a typical Boiling Water Reactor (BWR), from which direction do the control rods typically enter the core?
A: From the top
B: From the bottom
C: From the side
D: Through the steam lines",B
"In one-group diffusion theory, the diffusion area (L²) is defined in terms of the diffusion coefficient (D) and the macroscopic absorption cross-section (Σa) for the mixture as:
A: L² = Σa / D
B: L² = D / Σa
C: L² = D * Σa
D: L² = 1 / (D * Σa)",B
"As part of the application for a Construction Permit for a nuclear power plant, the applicant must submit a major technical document containing comprehensive data on the proposed site, facility description, safety features, accident analysis, and emergency plans. What is this document called?
A: Final Safety Analysis Report (FSAR)
B: Environmental Impact Statement (EIS)
C: Preliminary Safety Analysis Report (PSAR)
D: Safety Evaluation Report (SER)",C
"What is the SI unit used to measure the activity of a radioactive sample?
A: Curie
B: Roentgen
C: Becquerel
D: Sievert",C
"In modified one-group theory for a bare thermal reactor, which parameter typically replaces the thermal diffusion area (L²) used in a standard one-group calculation?
A: Neutron age (τ)
B: Migration area (M²)
C: Buckling (B²)
D: Thermal utilization (f)",B
"For higher power reactors, which dose pathway is typically the controlling factor in determining the required radius of the exclusion area?
A: External dose from noble gases
B: Direct dose from nuclides within the building
C: Internal thyroid dose from iodine isotopes
D: Dose from radionuclides deposited on the ground",C
"What gas is typically used as the coolant in the Advanced Gas Reactor (AGR)?
A: Helium
B: Carbon Dioxide
C: Nitrogen
D: Steam",B
"Based on data provided for 1996, approximately what percentage of the United States' electricity supply was generated by nuclear power plants?
A: 10%
B: 20%
C: 40%
D: 75%",B
"Which statement accurately describes a key difference between a loop-type and a pool-type Liquid Metal Fast Breeder Reactor (LMFBR)?
A: Loop-type systems contain all primary loop components within the reactor vessel, while pool-type systems have them external.
B: Pool-type systems require extensive shielding around external primary loops, while loop-type systems do not.
C: In a pool-type system, all primary heat transfer system components are located within the reactor vessel, unlike a loop-type system.
D: The sodium in the secondary loop is radioactive in a loop-type system but not in a pool-type system.",C
"Consider the graphical solution for the critical radius of a reflected spherical reactor, where the left-hand side (LHS) and right-hand side (RHS) of the transcendental criticality equation are plotted as functions of BR. The LHS has infinite branches of width π. The first intersection of the LHS and RHS determines the critical condition. If the RHS is a straight line intersecting the vertical axis at a negative value, what does the value of BR at the first intersection imply compared to the bare reactor case (BR = π)?
A: The first intersection occurs at BR = π, indicating no change in critical radius due to the reflector.
B: The first intersection occurs at BR > π, indicating the reflected core is larger than the bare core.
C: The first intersection occurs at BR < π, indicating the reflected core is smaller than the bare core.
D: The first intersection can occur at BR > π or BR < π depending on the slope of the RHS line.",C
"In nuclear reactor terminology, what does the term ""specific burnup"" refer to?
A: The total energy released from a fuel assembly in MWd.
B: The ratio of fissions to the initial number of heavy atoms.
C: The energy released per unit mass of the heavy metal originally in the fuel.
D: The time required to double the amount of fissile material.",C
"The relationship between absorbed dose (D) in a tissue and gamma ray exposure (X) in air is given by D = f * X, where f is an energy-dependent factor. This factor f is proportional to the ratio of which properties?
A: The mass stopping power of tissue to the mass stopping power of air.
B: The mass absorption coefficient of air to the mass absorption coefficient of tissue.
C: The mass absorption coefficient of tissue to the mass absorption coefficient of air.
D: The total mass attenuation coefficient of tissue to the total mass attenuation coefficient of air.",C
"In radiation protection, the unit ""Working Level"" (WL) is specifically defined in connection with measurements of levels of what substance and its daughters?
A: Cesium-137
B: Cobalt-60
C: Radon-222
D: Uranium-235",C
"When calculating gamma-ray attenuation in a multilayered shield consisting of different materials, how is the overall buildup factor typically determined?
A: By multiplying the buildup factors of each individual layer.
B: By using approximate recipes that depend on the order and properties (atomic number, thickness) of the layers.
C: By averaging the buildup factors of the individual layers.
D: By simply using the buildup factor of the thickest layer.",B
"The Sievert integral function F($\theta$, x) is defined by which of the following integrals?
A: $\int_0^\theta e^{-x\sec\phi} d\phi$
B: $\int_\theta^{\pi/2} e^{-x\sec\phi} d\phi$
C: $\int_0^\theta e^{-x\cos\phi} d\phi$
D: $\int_\theta^{\pi/2} e^{-x\cos\phi} d\phi$",A
"Reactors designed to operate on natural uranium fuel often require the use of which special material as a moderator or coolant?
A: Graphite
B: Light water (H2O)
C: Heavy water (D2O)
D: Beryllium",C
"Assuming the same total emission rate and atmospheric conditions, how does releasing an effluent at ground level compare to releasing it from an elevated stack in terms of resulting ground-level concentration?
A: Ground-level concentrations are generally lower for ground-level releases.
B: Ground-level concentrations are generally higher for ground-level releases.
C: There is typically no significant difference in ground-level concentrations.
D: Ground-level releases result in concentration profiles that are independent of wind speed.",B
"The principle ""As Low As Reasonably Achievable"" (ALARA) is a key concept in radiation protection. Which of the following factors is considered when applying the ALARA principle?
A: The state of technology for reducing exposure
B: The economic costs of reducing exposure relative to benefits
C: Relevant socioeconomic factors
D: All of the above",D
"A Boiling Water Reactor (BWR) is operating at a pressure of 6.895 MPa. What is the approximate temperature of the steam produced?
A: 190.6 °C
B: 2773.2 °C
C: 284.86 °C
D: 599.1 °F",C
"The mean free path of a gamma ray in a medium is defined as the reciprocal of which quantity?
A: Mass attenuation coefficient
B: Linear attenuation coefficient
C: Mass absorption coefficient
D: Linear absorption coefficient",B
"If a material has a microscopic absorption cross-section σ_a,g for each energy group g and an atom density N, and the group fluxes are φ_g, what is the total neutron absorption rate per unit volume in the material?
A: Σ_g σ_a,g * φ_g
B: N * Σ_g σ_a,g * φ_g
C: Σ_g (1/N) * σ_a,g * φ_g
D: N / (Σ_g σ_a,g * φ_g)",B
"Which type of nuclear reactor became the standard for propulsion in U.S. Navy submarines after initial development?
A: Boiling Water Reactor (BWR)
B: Pressurized Water Reactor (PWR)
C: Liquid Metal-Cooled Reactor
D: Gas-Cooled Reactor (GCR)",B
"The vast majority of neutrons released during a nuclear fission event are known as:
A: Thermal neutrons
B: Delayed neutrons
C: Prompt neutrons
D: Resonance neutrons",C
"Which health effect showed a significant increase among children in the areas affected by the Chernobyl accident, particularly in Belorussia and parts of Ukraine and Russia?
A: Leukemia
B: Stress-related illnesses
C: Thyroid cancer
D: Chronic bronchitis",C
"The steady-state neutron continuity equation relates the rate of neutron leakage, absorption, and production per unit volume. Which term in this equation represents the rate at which neutrons are absorbed per unit volume?
A: The divergence of the neutron current density
B: The product of the macroscopic absorption cross-section and the neutron flux
C: The neutron source rate per unit volume
D: The time rate of change of neutron density",B
"For a liquid moderator/coolant like water, an increase in temperature causes a decrease in density due to thermal expansion and potential expulsion from the core. How does this decrease in moderator density affect the overall neutron non-leakage probability (P)?
A: P increases because neutrons diffuse less readily in less dense media.
B: P decreases because neutrons diffuse more readily in less dense media.
C: P remains constant because the buckling (B²) is determined by the reactor's physical dimensions.
D: The effect on P is negligible compared to the effect on thermal utilization.",B
"Based on the liquid drop model and the semi-empirical mass formula, the primary reason for the decrease in binding energy per nucleon for very heavy nuclei (A > ~50) and the tendency towards fission is that:
A: The asymmetry term becomes increasingly dominant.
B: The surface tension term significantly increases.
C: The attractive strong nuclear force weakens with increasing A.
D: The repulsive Coulomb term increases faster than the attractive volume term.",D
"In gamma-ray shielding calculations, what does the uncollided flux represent?
A: The total flux of gamma rays, including those that have scattered.
B: The flux of gamma rays that have undergone at least one scattering interaction.
C: The flux of gamma rays that have passed through the shield without any interaction.
D: The energy deposition rate per unit volume.",C
"A gamma-ray flux of 1.0 x 10^5 photons/cm²-sec with an energy of 0.5 MeV is incident on muscle tissue. Given that the mass absorption coefficient for muscle tissue at 0.5 MeV is approximately 0.034 cm²/g, what is the absorbed dose rate in muscle tissue in mrad/hr? Use the formula D = 0.0576 φγ E (µa/ρ)tis.
A: 9.79 mrad/hr
B: 0.979 mrad/hr
C: 97.9 mrad/hr
D: 57.6 mrad/hr",A
"At what standard energy are thermal neutron absorption cross-sections typically specified for tabulation?
A: 1 MeV
B: 0.1 eV
C: 0.0253 eV
D: 2200 m/s",C
"The difference between the mass of a nucleus and the sum of the masses of its constituent protons and neutrons is called the:
A: Q-value
B: Activity
C: Mass defect
D: Separation energy",C
"For reactor safety, the Nuclear Regulatory Commission (NRC) requires that the prompt temperature coefficient be:
A: Positive
B: Negative
C: Zero
D: Independent of temperature",B
"According to Fick's Law as applied in neutron diffusion theory, the neutron current density vector is proportional to the negative gradient of which scalar quantity?
A: Neutron density
B: Macroscopic absorption cross-section
C: Neutron flux
D: Diffusion coefficient",C
"A nuclear plant releases an average of 1.23 Ci of ¹³¹I per year. At a location 2000 m downwind, the air concentration is 1.95 x 10⁻¹² Ci/m³. Assuming a normal breathing rate of 2.32 x 10⁻⁴ m³/sec, calculate the annual dose to an adult thyroid. Use the following parameters for ¹³¹I in the thyroid: energy per disintegration (ε) = 0.23 MeV, fraction going to thyroid (q) = 0.23, thyroid mass (M) = 20 g, and effective decay constant (Λe) = 1.06 x 10⁻⁶ s⁻¹.
A: 0.0211 mrem
B: 2.11 mrem
C: 21.1 mrem
D: 211 mrem",C
"Why is enriched uranium typically used as fuel in light-water reactors (LWRs)?
A: Enriched uranium allows the reactor to operate at higher temperatures.
B: Ordinary water has a significant absorption cross-section for thermal neutrons.
C: Natural uranium produces too many fast neutrons in a water environment.
D: Enriched uranium is less expensive than natural uranium.",B
"According to one-group diffusion theory, the buckling for a critical bare rectangular parallelepiped reactor with extrapolated dimensions a, b, and c is given by:
A: B² = (π/a) * (π/b) * (π/c)
B: B² = (π/a)² + (π/b)² + (π/c)²
C: B² = √((π/a)² + (π/b)² + (π/c)²)
D: B² = (π/a) + (π/b) + (π/c)",B
"What is the standard unit used to measure the amount of work required to separate isotopes during the uranium enrichment process?
A: Kilowatt-hour (kWh)
B: Metric Ton (MT)
C: Separative Work Unit (SWU)
D: Joule (J)",C
"What is the approximate threshold absorbed dose range for low Linear Energy Transfer (LET) radiation to cause radiation cataracts?
A: Below 100 rads
B: 200 to 500 rads
C: 500 to 1000 rads
D: Above 1000 rads",B
"What radioactive isotopes were the primary contributors to public radiation exposure immediately following the Chernobyl accident?
A: Krypton-85 and Xenon-133
B: Strontium-90 and Plutonium-239
C: Iodine-131 and Cesium-137
D: Ruthenium-106 and Tellurium-132",C
"What metallurgical consideration places an upper limit on the temperature to which a nuclear fuel rod can safely be raised?
A: Increased neutron absorption cross-section
B: Potential for fuel melting and cladding rupture
C: Reduced fuel enrichment
D: Decreased coolant flow rate",B
"A monodirectional beam of 2-MeV gamma rays with an initial intensity of 10⁶ γ-rays/cm²-sec is incident on a lead shield. The linear attenuation coefficient for 2-MeV gamma rays in lead is 0.518 cm⁻¹. If the shield is 10 cm thick, calculate the uncollided flux at the rear surface of the shield.
A: 5.63 x 10³ γ-rays/cm²-sec
B: 1.56 x 10⁴ γ-rays/cm²-sec
C: 1.00 x 10⁶ γ-rays/cm²-sec
D: 0.518 γ-rays/cm²-sec",A
"When calculating the dose to an infant thyroid from consuming milk contaminated with radioiodine compared to an adult thyroid consuming the same amount of milk, the infant dose is approximately how many times higher?
A: The same
B: Two times
C: Five times
D: Ten times",D
"In a multigroup analysis of an infinite, critical reactor, what condition must the determinant of the coefficients of the linear algebraic equations for the group fluxes satisfy?
A: It must be equal to the number of energy groups.
B: It must be equal to the total macroscopic fission cross-section.
C: It must be equal to zero.
D: It must be greater than zero.",C
"What type of water is commonly used as both the coolant and moderator in Light-Water Reactors (LWRs)?
A: Heavy water (D2O)
B: Ordinary water (H2O)
C: Demineralized water with boron
D: Saltwater",B
"Which of the following radiation exposure pathways is typically *not* significant for noble gases released from a nuclear power plant?
A: External dose from the plume
B: Internal dose from inhalation
C: External dose from ground deposition
D: Direct dose from the plant structure",C
"The one-group critical equation for a bare reactor can be expressed as k∞ / (1 + B²L²) = 1. In this equation, the term 1 / (1 + B²L²) represents the probability that a neutron:
A: Causes fission in the fuel
B: Is absorbed within the reactor volume
C: Leaks out of the reactor surface
D: Slows down to thermal energy",B
"A PWR requires 28,000 kg of UO2 enriched to 3.5 w/o 235U for a reload. If the enrichment plant uses natural uranium feed (0.711 w/o 235U) and operates with a tails assay of 0.20 w/o 235U, approximately how much separative work (SWU) is required for this reload? Use the value function V(x) = (1-2x)ln((1-x)/x). Note: Molecular weight of UO2 is ~270, U is 238.
A: 105,000 kg SWU
B: 112,000 kg SWU
C: 125,000 kg SWU
D: 138,000 kg SWU",B
"For a nuclear material exhibiting 1/v absorption characteristics at low energies, how does the absorption rate per unit volume primarily depend on the energy distribution of the incident thermal neutrons?
A: It is directly proportional to the average neutron energy.
B: It is inversely proportional to the square root of the average neutron energy.
C: It is independent of the specific energy distribution of the neutrons.
D: It is proportional to the most probable neutron speed in the distribution.",C
"In a thermal reactor, the nuclear Doppler effect leads to an increase in resonance absorption with increasing fuel temperature. This occurs because the increased thermal motion of fuel nuclei causes:
A: The total area under the resonance to increase, increasing absorption.
B: The resonance to broaden, leading to an increase in the average neutron flux within the resonance energy range.
C: The scattering cross-section to increase, slowing down more neutrons into resonances.
D: The fission cross-section to increase at resonance energies.",B
"A beam of monoenergetic photons passes through a material layer whose thickness is equal to the photon's mean free path. What fraction of the incident photons is expected to pass through the layer without undergoing any interaction?
A: Approximately 63.2%
B: Approximately 36.8%
C: Approximately 50.0%
D: Approximately 13.5%",B
"A neutron has a kinetic energy of 5 MeV. Using the classical approximation for neutron speed (v in cm/sec, E in eV: v = 1.383 x 10^6 * sqrt(E)), what is its approximate speed in m/sec?
A: ~1.38 x 10^6 m/sec
B: ~3.10 x 10^7 m/sec
C: ~4.37 x 10^7 m/sec
D: ~1.00 x 10^9 m/sec",B
"What dimensionless parameter is used to characterize the flow regime (laminar or turbulent) of a fluid in a channel?
A: Nusselt number
B: Prandtl number
C: Peclet number
D: Reynolds number",D
"What is the definition of the activity of a radioactive sample?
A: The average energy of emitted particles.
B: The probability per unit time that a nucleus will decay.
C: The rate at which atoms decay in the sample.
D: The total number of undecayed nuclei in the sample.",C
"Compared to an LWR once-through fuel cycle, how does adopting a uranium-plutonium recycling fuel cycle affect the cumulative natural uranium requirements for a given electrical capacity over the plant lifetime?
A: Recycling increases the requirement by approximately 40%.
B: Recycling reduces the requirement by approximately 40%.
C: Recycling results in roughly the same requirement.
D: Recycling eliminates the need for natural uranium entirely.",B
"Which of the following is NOT listed as a principal exposure pathway to humans from radioactive gaseous effluents?
A: Direct exposure from the atmospheric plume
B: Ingestion of seafood from contaminated water
C: Inhalation of airborne radionuclides
D: Ingestion of milk from grazing animals",B
"According to Newton's law of cooling, the heat flux (q'') from a solid surface at temperature Tc to a fluid at bulk temperature Tb is proportional to the temperature difference (Tc - Tb) and a coefficient h. What is the relationship?
A: q'' = h / (Tc - Tb)
B: q'' = h * (Tc - Tb)
C: q'' = (Tc - Tb) / h
D: q'' = h * (Tb - Tc)",B
"What is the primary function of the moderator in a thermal nuclear reactor?
A: To absorb surplus neutrons
B: To cool the reactor core
C: To slow down fast neutrons
D: To contain radioactive materials",C
"The calculated Maximum Permissible Concentration (MPC) for Tritium in water for a worker exposed continuously (168 hr/week) is 0.03 µCi/cm³. Assuming a worker consumes half their daily water intake during an 8-hour workday and works 5 days a week, what is the approximate MPC for this worker based on a 40-hour work week?
A: 0.03 µCi/cm³
B: 0.042 µCi/cm³
C: 0.06 µCi/cm³
D: 0.084 µCi/cm³",D
"Nuclei containing specific numbers of neutrons or protons, such as 2, 8, 20, 50, or 82, exhibit enhanced stability. What are these numbers commonly called?
A: Atomic numbers
B: Isotope numbers
C: Magic numbers
D: Mass numbers",C
"When evaluating the exclusion area and low-population zone radii for a nuclear power plant site at the Construction Permit (CP) licensing stage, a conservative approach is taken for the thyroid dose limit. What is the specific thyroid dose limit used for this purpose, which differs from the final safety analysis report (FSAR) stage limit?
A: 25 rems in 2 hours
B: 150 rems in 2 hours
C: 300 rems in 2 hours
D: 300 rems for infinite time",B
"How many atoms are contained in one gram atomic weight of any substance?
A: A number known as Avogadro's number
B: A number equal to the atomic mass number of the substance
C: A number equal to the atomic weight of the substance
D: A number that varies depending on the element",A
"When a fast neutron (>1 MeV) undergoes a collision with hydrogen in water, what is a primary consequence described in the text?
A: Its energy increases significantly.
B: Its mean free path for subsequent collisions is greatly shortened.
C: It is immediately absorbed.
D: It is scattered only through small angles.",B
"Following the shutdown of a nuclear reactor that was operating at a high power level, how does the concentration of Xenon-135 in the core typically behave over the first 24 hours?
A: It continuously decreases due to radioactive decay.
B: It continuously increases as Iodine-135 decays into Xenon-135.
C: It initially increases to a peak concentration and then begins to decrease.
D: It remains constant as production and removal mechanisms cease simultaneously.",C
"What is a typical range for the heat transfer coefficient (h) for ordinary or heavy water used as a reactor coolant?
A: 10 - 100 Btu/hr-ft²-°F
B: 4,000 - 50,000 Btu/hr-ft²-°F
C: 5,000 - 8,000 Btu/hr-ft²-°F
D: 20 - 300 kW/m² K",C
"For a critical bare slab reactor with extrapolated thickness 'a', what is the shape of the fundamental mode neutron flux distribution as a function of position x (measured from the center)?
A: Exponential
B: Linear
C: Cosine
D: Bessel function of order zero",C
"A nuclear reactor is considered quasi-homogeneous if:
A: The fuel and moderator are uniformly mixed at the atomic level.
B: The neutron mean free path at all energies is large compared to the fuel rod thickness.
C: The fuel rods are made of highly enriched uranium.
D: The reactor utilizes a liquid moderator and coolant.",B
"For a thermal reactor utilizing a liquid moderator/coolant, an increase in moderator temperature typically results in some moderator being expelled from the core due to thermal expansion. This expulsion has which of the following effects on the thermal utilization factor (f) and the resonance escape probability (p)?
A: f decreases, p decreases
B: f decreases, p increases
C: f increases, p decreases
D: f increases, p increases",C
"Which mathematical function typically describes the one-group neutron flux distribution in a bare, critical spherical reactor as a function of radial distance r from the center?
A: A cos(Br)
B: A Jo(Br)
C: A sin(Br)/r
D: A exp(-Br)",C
"The thermal disadvantage factor (ζ) in a heterogeneous reactor is defined as the ratio of the average thermal flux in the moderator (φTM) to the average thermal flux in the fuel (φTF). Why is this factor typically greater than unity?
A: Thermal neutrons are preferentially absorbed in the moderator.
B: The scattering cross-section is much higher in the fuel than the moderator.
C: The absorption cross-section of the fuel is significantly higher than that of the moderator, leading to flux depression in the fuel.
D: The volume of the moderator is always larger than the volume of the fuel.",C
"A reactor is described as a ""breeder reactor."" This implies that for every fissile atom consumed, the breeding ratio (C) must be:
A: Greater than 0 but less than 1
B: Exactly equal to 1
C: Greater than 1 but less than 2
D: Greater than 2",D
"The LD50/60 dose for humans, representing the acute whole-body dose leading to death in 50% of an exposed group within 60 days without medical treatment, is thought to be approximately:
A: 75 rems
B: 200 rems
C: 340 rems
D: 500 rems",C
"In a cluster control rod assembly, multiple small absorber rods are typically connected at one end by a component often referred to as a:
A: Moderator block
B: Spider
C: Reflector plate
D: Fuel pellet",B
"In the United States, the detailed rules and regulations of the Nuclear Regulatory Commission (NRC) are primarily published within which title and chapter of the Code of Federal Regulations (CFR)?
A: Title 10, Chapter I
B: Title 20, Chapter I
C: Title 50, Chapter I
D: Title 10, Chapter 50",A
"Which characteristic of High-Temperature Gas-cooled Reactors (HTGRs) significantly contributes to slower core temperature transients during a depressurization accident compared to a LOCA in a light-water reactor?
A: The use of helium as a single-phase coolant
B: The lower operating pressure
C: The high heat capacity of the large mass of graphite in the core
D: The absence of a suppression pool",C
"What type of coolant is primarily used in the Liquid Metal Fast Breeder Reactor (LMFBR)?
A: Heavy Water
B: Helium Gas
C: Liquid Sodium
D: Molten Salt",C
"In thermal reactors fueled with low-enriched uranium, the specific burnup and corresponding fractional burnup often exceed the initial percentage enrichment of the fuel. This is primarily because:
A: The latent heat of vaporization of water contributes significantly to the energy output.
B: The fission rate of 235U increases significantly over the fuel lifetime.
C: Fissile isotopes produced from the conversion of fertile material undergo fission.
D: Neutron absorption in control rods releases additional energy through (n,gamma) reactions.",C
"How does the critical radius of a reflected spherical reactor typically compare to that of a bare spherical reactor of the same composition?
A: It is larger than the bare critical radius.
B: It is smaller than the bare critical radius.
C: It is the same as the bare critical radius.
D: It depends linearly on the square of the bare critical radius.",B
"Despite being a small fraction of the total fission neutrons, delayed neutrons are essential for controlling thermal reactors primarily because they:
A: Significantly increase the neutron multiplication factor.
B: Are preferentially absorbed by control rods.
C: Substantially lengthen the reactor period.
D: Prevent the prompt jump phenomenon.",C
"In a theoretical bare, finite cylindrical thermal reactor with homogeneous fuel distribution, where is the rate of heat production per unit volume typically maximized?
A: At the outer surface of the core
B: Near the reflector boundary
C: At the exact center of the core
D: Uniformly throughout the core volume",C
"Which of the following is commonly used as a chemical shim for reactor control in water-moderated systems?
A: Uranium dioxide (UO2)
B: Heavy water (D2O)
C: Sodium (Na)
D: Boric acid (H3BO3)",D
"What are the principal exposure pathways for humans from radioactive gaseous effluents containing noble gases and iodine isotopes released from a nuclear power plant?
A: Inhalation of contaminated air, ingestion of contaminated water, and direct exposure from the passing plume.
B: Ingestion of contaminated soil, direct exposure from ground deposition, and consumption of fish from nearby water bodies.
C: Inhalation of contaminated air, direct exposure from the airborne plume and ground deposition, and ingestion of contaminated food products (vegetation, meat, milk).
D: Direct exposure from waste storage tanks, inhalation of resuspended dust, and contact with solidified waste containers.",C
"Which of the following fission products is stable and acts as a neutron poison?
A: Xenon-135
B: Iodine-135
C: Samarium-149
D: Promethium-149",C
"Why is boron sometimes added to reactor shields?
A: To increase the energy of capture gamma rays.
B: To absorb thermal neutrons and produce low-energy gamma rays.
C: To increase the fast neutron flux.
D: To decrease the thermal neutron absorption cross-section.",B
"Based on typical dose conversion factors for neutrons, approximately what fast neutron flux (greater than 1 MeV) is required to produce a dose-equivalent rate of 1 mrem/hr?
A: 7 n/cm²/sec
B: 260 n/cm²/sec
C: 550 n/cm²/sec
D: 8000 n/cm²/sec",A
"Under the licensing approach defined in 10 CFR Part 52, what is a significant advantage provided by the concept of design certification?
A: It eliminates the need for a public hearing process for the certified design.
B: It allows the applicant to begin construction without a Construction Permit.
C: It means the purchaser of a certified design is not subjected to a complete review of that design during the license application.
D: It removes the requirement for the applicant to submit an Environmental Report.",C
"Using Deutsch's empirical formula for water-moderated and water-reflected systems, what is the reflector savings (in cm) if the migration area of the core is 35.0 cm²?
A: 6.7
B: 7.2
C: 7.7
D: 8.0",A
"What is the average breathing rate for a person over a 24-hour period typically used in dose calculations?
A: 5 x 10^-4 m^3/sec
B: 20 m^3/hr
C: 2.32 x 10^-4 m^3/sec
D: 20 m^3/day",C
"For a material exhibiting 1/v absorption at thermal energies, the absorption rate is often calculated using the 2200 meters-per-second flux. How is the 2200 meters-per-second flux defined?
A: The integral of n(E)v(E) over all energies in the spectrum.
B: The product of the total thermal neutron density and the speed corresponding to 0.0253 eV.
C: The neutron intensity specifically at the energy of 0.0253 eV.
D: The macroscopic absorption cross-section at 0.0253 eV multiplied by the average neutron speed.",B
"A 40-year-old individual receives an acute whole-body dose of 50 rems. Using the linear hypothesis and the provided data for ""All other"" cancers (age 10+), with a latent period of 15 years and a plateau period of 30 years, what is the estimated probability of this individual dying from one of these cancers as a result of this exposure, assuming they live through the entire plateau period? (Risk coefficient for ""All other"" (10+) = 1.0 deaths / 10^6 / yr / rem)
A: 1.5 x 10⁻⁴
B: 7.5 x 10⁻⁴
C: 1.5 x 10⁻³
D: 7.5 x 10⁻³",C
